name
취미/특기 (40자)
존경인물 (10자)
존경이유 (40자)
삼성엔지니어링을 지원한 이유와 입사 후 회사에서 이루고 싶은 꿈을 기술하십시오. (700자)
"본인의 성장과정을 간략히 기술하되 현재의 자신에게 가장 큰 영향을 끼친 사건, 인물 등을 포함하여 기술하시기 바랍니다. (※작품속 가상인물도 가능) (1500자)"
최근 사회이슈 중 중요하다고 생각되는 한가지를 선택하고 이에 관한 자신의 견해를 기술해 주시기 바랍니다. (1000자)
서울교통공사 입사 후 실천하고자 하는 목표를 자신의 역량과 결부해 기술하시오.
자신이 왜 서울교통공사의 인재상에 부합되는 인물이라고 생각하는지를 기술하시오.
원직무와 관련된 경력 및 경험활동의 주요내용과 본인의 역할을 구체적으로 기술하시오.
학업과제나 직무수행을 통하여 문제해결능력을 발휘한 경험이 있으면 기술하시오.
타인과의 관계에서 가장 힘들었던 갈등상황이 이를 극복한 상황이 있으면 기술하시오.
"본인을 표현하는 해시태그 3가지를 작성해주세요 (#000, #000, #000 등) (최소 1자, 최대 300자 입력가능)"
"장기간(2년이상) 지속해온 활동에 대해서 작성하고, 그 이유를 기술하세요. (최소 1자, 최대 800자 입력가능)"
"지금까지 경험한 좌절과 실수로부터 배운 것을 작성하세요. (최소 1자, 최대 800자 입력가능)"
"귀하가 우리 기관에 기여할 수 있는 능력은 무엇이며, 그 능력을 개발하기 위해 어떤 노력을 하였습니까? (500자)"
자신의 생각/의견을 상대방에게 성공적으로 설득했던 경험을 상황-행동-결과 중심으로 기술하십시오. (500자)
"제한된 자원(시간,비용,인력 등)에도 불구하고 목표를 달성했던 경험을 상황-행동-결과 중심으로 기술하십시오. (500자)"
활동했던 조직/단체에서 타인과 갈등이 발생했을 때 효과적으로 해결한 경험을 상황-행동-결과 중심으로 기술하십시오. (500자)
[교육기술서] 본인이 지원서에 입력한 학교교육 및 기타교육(훈련) 항목 중 공단의 채용 직무와 가장 밀접한 교육 내용 한 가지에 대해 기술하시오. [600자 이내]
"본인이 수행한 봉사활동, 동아리, 경진대회, 학습경험, 과제수행 활동 등 비금전적 보상에 의한 경험(경력)중 공단의 채용 직무와 가장 밀접한 내용의 한가지 경험에 대하여 기술하시오. [600자 이내]"
"[자기소개서] 공단이 지향하는 가치가 무엇이라고 생각하며, 그 가치를 달성하기 위한 본인의 역할을 기술하시오. [600자 이내]"
"직무관련 경험기술서 (3,000Bytes 이내)상단에 작성한 직무관련 경험사항에 대해 본인이 수행한 활동 조직, 역할 및 구체적 활동 내용, 주요 결과 등에 대해 상세히 기술해 주시기 바랍니다."
"자기소개서(학교명 입력 불가) (2000byte)*본인의 직업으로서 금융인, 그 중에서 “IBK人” 이 되고자 하는 이유를 기술하시오."
"*다양한 은행업무 중 본인의 직무역량을 가장 잘 발휘할 수 있는 분야는 무엇이고, 그렇게 생각하는 이유를 관련경험을 통해 설명하시오. (2000byte)"
학교 또는 회사와 같은 조직생활 중 구성원들과 함께 공동 과업을 수행하는 과정에서 열심히 노력했음에도 불구하고 계획했던 바를 성취하지 못했던 경험과 그 과정에서 배우게 된 점 및 그 배움을 통해 변화하게 된 점을 구체적으로 기술해 주시기 바랍니다. (1000)
"공단의 인재상(창의人, 전문人, 소통人) 중 한가지를 골라 이와 연관된 경험, 활동, 노력 등을 포함하여 지원자가 공단의 인재상에 부합된다는 근거를 구체적으로 기술하여 주시기 바랍니다.  (1000)"
