name
경영지원 - 재무
행정
신입/경력 통합6급
사무
금융영업
일반사무
일반행정
영업 구매
SCM
R&D
R&D _ Digital 설계
운영관리
해외영업
디지털기획
Oversea business
생산관리 Engineer
광고 상품기획
일반
경영지원
전기
경영일반 사업관리
국내영업
DB금융투자 _ 본사영업
인사
Nurse
은행일반
기술사업화
토목
영업
생산_환경관리
영업-기술영업
전기·전자·제어
청년인턴
영업부문
소프트웨어·하드웨어
DT 연구개발 - 정보보안
IT
광고/AE/기획
물류·유통
생산기술
일반직무
경영
정보통신
영업관리
마케팅·광고
행정직
기계
"마케팅전략, 기획"
HW
영업·마케팅
Sales management
Insurance sales
관광진흥직
일반직
General Office Job
administration
마케팅
방송/미디어
교통
두산퓨얼셀 R&D
VC사업부
Consumer Electronics
행정-VC투자 분야
전략기획
국제물류
"환경법정 교육 운영, 기술지도"
IB
General office job
물류 유통 운송
식품유통
개인금융
금융
재무관리
Marketing
전산
웹·앱 개발 운영
뱅킹 서비스 개발 및 운영
연구직
경영관리
보험계리사
설비운영
기계직
경영 컨설턴트
Sales
영업·영업관리
상경
경영지원 (HR)
엔지니어
사무·행정
판매기획
예악/발권
경영기획
"회계, 세무"
생산관리
환경분석 (대기/수질)
영업(연료전지)
웹프로그래밍
Commercial sales
Flight attendant
Industry safety
Panel 설계
"기획, 전략, 경영"
판매관리
공정/장치/기계설계
건축
유통
마케팅 기획
일반(행정사무)
Marketing Planning
식품유통영업
경영지원/마케팅-경영/행정
기계설비
General planning
Financial office work
재무
생산운영관리
전기·기계
Purchasing control
사무행정
디지털
"해외무역,영업"
Customer마케팅
일반직 5급 설비기술(전기)
산림교육
관광상품 기획운영
제약영업
비즈니스-트레이딩
일반영업
Insurance
Administration
방송기술
연구개발
산업기술 R&D 지원
채용형 인턴(행정)
디자인
운전(일반)
CRA
경영지원/마케팅
행정(경영)
Construction
Accounting
원자력 운전
경영기획/지원
설비기술
체험형 청년인턴
사무일반
인사·총무
SW 개발
Product packing
일반관리
행정관리
Personnel management
소프트웨어
