name,length
과거 본인의 의사결정 중 최선/최악의 결정 사례를 한가지씩 기입해 주십시오.,42
우리공사 근무자에게 가장 필요한 역량과 필요 없는 역량을 한가지씩 근거를 들어 기술해 주십시오.,53
본인이 함께 일하고 싶은 사람과 일하고 싶지 않은 사람에 대해 각각 기술해 주십시오.,47
"학업 이외에 관심과 열정을 가지고 했던 다양한 경험 중 가장 기억에 남는 것을 구체적으로 기술해주세요. [800자, 16줄 이내]",72
"희망직무 준비과정과 희망직무에 대한 본인의 강점과 약점을 기술해주세요.(실패 또는 성공사례 중심) [800자, 16줄 이내]",69
"입사 후 10년 동안의 회사생활 시나리오와 그것을 추구하는 이유를 기술해주세요.[500자, 16줄 이내]",58
"성격의 장단점, 가치관 등(400자 이내)",23
경력 및 특기사항(400자 이내),18
성장 배경 및 성격의 장단점,15
가장 힘들었던 경험 및 극복 방안,18
본 우리 진흥원에 입사 지원한 동기 및 입사 후 실천하고자 하는 목표를 기술해주십시오. (1000 Bytes),61
"희망직무에서 요구하는 중요한 역량 (지식,기술,태도)은 무엇이라 생각하며, 그에 대한 자신의 역량은 어떠한지 기술해 주십시오. (1000 Bytes)",83
"지금까지 살아오면서 개인적으로(또는 단체생활 중) 극복해야할 난관이 있었다면 무엇이었고, 어떻게 극복하였는지 기술해 주십시오. (1000 Bytes)",83
지원 분야와 관련한 최근 이슈 한 가지를 선택하여 우리 진흥원의 역할에 대해 기술해 주십시오. (1000 Bytes),65
"지원한 직무를 잘 할 수 있다고 생각되는 본인의 경쟁력(성격 및 능력, 스킬 등)",45
가장 오랫동안 지속했던 활동,15
"다른 사람을 배려하는 마음이 어느 정도라고 생각하는지, 그와 관련된 사례를 기술해 주십시오. (세부 질문 참조/띄어쓰기 포함 400자 이내 작성)",81
귀하는 자신의 변화와 혁신을 위해 스스로 하고 있는 것에 대해 기술해 주십시오. (세부 질문 참조/띄어쓰기 포함 400자 이내 작성),74
"지금까지 자신이 다른 사람에게 설명해야 했던 가장 복잡하거나 어려웠던 아이디어, 상황 또는 경험에 대해 기술해 주십시오. (세부 질문 참조/띄어쓰기 포함 400자 이내 작성)",97
지원자가 살아오면서 해결해야 했던 가장 어려운 과제는 무엇이었습니까? (세부 질문 참조/띄어쓰기 포함 400자 이내 작성),68
지원자께서는 자신에게 필요한 정보를 어떻게 입수하고 관리하고 있습니까? (세부 질문 참조/띄어쓰기 포함 400자 이내 작성),69
"귀하에게 '직장'이 가지는 의미는 무엇이며, 그 직장으로서 '신용회복위원회'를 선택한 이유는 무엇입니까?",58
"지금까지 살아오면서 겪은 가장 의미 있는 사건은 무엇이며, 그것이 귀하에게 어떤 영향을 미쳤습니까?",55
"남들과 차별화되는 자신만의 강점 세가지와 단점 세가지는 무엇이며, 단점 극복을 위하여 노력한 사례를 말씀해 주십시오.",65
"귀하의 5년 전과 현재, 그리고 신용회복위원회 직원으로서 10년 후 모습에 대하여 비교하여 설명해 주십시오.",60
귀하가 생각하는 '신용'에 대한 철학을 기술해 주십시오,30
"봉사활동 등 학외 활동경험을 기술하여 주십시오. 활동을 하게 된 계기, 준비과정, 느낀점 및 개선사항을 기술하여 주십시오.",68
"팀을 이루어 성과를 거두었던 사례를 팀워크 장애요소와 극복과정, 본인이 담당했던 역할을 포함하여 기술하여 주십시오.",64
창의성을 발휘하여 어려운 문제를 해결하거나 새로운 분야에 적용했던 사례를 기술해 주십시오.,50
학내 외 활동 및 주요 경력,15
"구체적·현실적·단기적인 문제들을 다루는 게 편안합니까, 아니면 보다 추상적이고 개념적 이고 장기적 문제들을 다루는 게 편안합니까?",72
"본인이 얼마나 창의적이라고 생각합니까? 절차나 시스템, 방법, 제품, 구조 또는 서비스 등 에서 당신의 창의성을 보여준 가장 좋은 사례를 들어보십시오.",84
. 그 동안 학교 이외에서 실시했던 외부 교육에 참석했던 사례가 있다면 그 과정소개 및,48
최근 일년동안 중 당신을 가장 화나게 했던 상황에 대해서 설명해 주십시오.,41
가장 최근에 '실언했던(말실수)'일에 대해서 기술해 주십시오.,34
주요경력(세부전공 내용 중심으로 기술),21
"신이 하고 싶은 것을 진지하고 순수한 마음으로 수행했던 경험(Integrity/진지함), 무엇인가에 빠져 열정적이고, 헌신적으로 그것을 수행했던 경험(Passion/헌신), 현재에 만족하지 않고, 끊임없는 개선을 통해 타인을 감동시켰던 경험(Never-ending Change/감동) 중 한 개를 선택하여 그 경험과 결과에 대해서 서술하시오.",191
지원한 분야의 전문성과 역량을 갖추기 위해 본인이 노력했던 경험과 그 결과에 대하여 구체적으로 서술하시오.,59
엔씨소프트에 입사한 후 3년 이내에 본인이 지원한 직무에서 이루어내고 싶은 목표에 대하여 구체적으로 서술하시오.,62
성장환경 및 가치관,10
특기사항 및 기타사항,11
학창시절(또는 사회생활 중) 가장 성공했던 경험 3가지를 기술해 주세요.,40
"프로젝트나 조직생활 중 타인과 협업했던 경험을 기술해주시고, 그 과정에서 본인이 수행한 역할과 해당 경험을 통해 얻은 것을 기술해 주세요.",77
"부모,친구,고객 등 다른 누군가에게 최선을 다해 무언가를 해본 경험 또는 감동을 준 사례를 기술해 주세요.",59
"학창시절(또는 사회생활 중) 규칙이나 원칙, 약속들 중 이를 지키지 않고 행동했던 사례를 설명해주시고, 그렇게 행동한 이유는 무엇이었는지 기술해 주세요.",85
적성 및 특기사항 600자,14
사회경험/주요경력 600자,14
공사 직무 중 관심분야 및 해당 직무 전문가로 성장하기 위한 자기계발 계획을 작성해 주십시오. [ 100자 이상 600자 이내 ],72
"공사 인재상(창조인, 전문인, 화합인)과 연관 지어 본인의 장단점을 기술해 주십시오. [ 100자 이상 600자 이내 ]",67
공사는 공익지향을 핵심가치로 삼고 있습니다. 이와 관련하여 귀하의 봉사활동 등 공익지향 경험을 기술해 주십시오. [ 100자 이상 600자 이내],81
"성취한 일 중에서 가장 기억에 남는 일과, 그것을 성취하기 위해 어떠한 노력을 했는지 기술해 주십시오. [ 100자 이상 600자 이내 ]",77
"직무 관련 보유 지식, 자격, 경력, 경험에 대해 자세히 기술해 주시기 바랍니다. [ 100자 이상 800자 이내 ]",65
"우리 공사 비전은 “시민과 함께, 2020 초일류 DTRO”입니다. 우리 공사에 입사한다면 비전 달성을 위해 어떤 노력을 할 것인지 구체적으로 작성하여 주십시오.",90
지원분야(직종)에 본인이 적합한 이유와 관련 경험에 대해 작성하여 주십시오.,42
"“오늘의 나를 있게 한 것은 ○○이다”라고 할 때, ○○에 대해 본인의 경험과 관련하여 작성하여 주십시오.",59
타인과의 인간관계에서 가장 힘들었던 갈등상황과 해결과정에 대해 본인의 경험과 관련하여 작성하여 주십시오.,58
도시철도 운영과 관련하여 개선 되었으면 하는 부분에 대한 의견을 작성하여 주십시오.,46
10년 후의 나의 모습,12
"본인의 강점 및 약점은 무엇이며, 약점을 보완하기 위해 어떤 노력을 해왔는지 기술해 주십시오.",52
"본인이 경험했던 봉사 활동, 대학 동아리활동, 기타 단체활동에 대한 사례와 느낀 점을 기술해 주십시오.",57
본인이 타인과 차별화된 능력을 갖추기 위해 지속적으로 자기계발을 한 경험에 대해 기술해 주십시오.,54
데이터 분석력과 상황 판단력,15
고객 만족 우선을 위한 소통 능력,18
본인이 ECS텔레콤에 지원하게 된 동기와 해당 직무에 적합하다고 생각하는 이유를 기술해 주십시오.,54
장기적으로 회사생활을 통해 본인이 이루고자 하는 계획과 목표에 대해 기술해 주십시오.,47
왜 ‘LG이노텍’을 선택하여 지원했는 지와 일하고 싶은 분야 및 그 이유를 구체적으로 기술해 주십시오(1000자),63
지원분야에 대한 자신의 준비사항 및 구체적인 노력 내용과 이를 통해 확보된 역량을 기술해 주십시오.,55
상대방의 이야기를 경청하고 수용함으로써 좋은 결과를 얻을 수 있었던 경험이 있다면 구체적으로 기술해 주십시오. (1500 byte),73
자신이 살아오면서 예상하지 못했던 문제가 발생해 난감했던 상황을 극복한 경험이 있다면 구체적으로 기술해 주십시오. (1500 byte),75
팀 활동을 하면서 팀원 간의 갈등으로 인해 어려움을 겪었던 경험과 이를 극복한 사례를 구체적으로 기술해 주십시오. (1500 byte),75
삼천리에 지원한 이유를 기술하시오 (띄어쓰기 포함 800 자 이내 에너지에 관심/ 에너지 전문기업/,55
"해당 희망직무를 지원한 이유를 기술하고, 지원한 직무를 성공적으로 수행할 수 있다고 생각하는 이유를 본인의 경험에 기반하여 기술하십시오.  (띄어쓰기 포함 800 자 이내)",96
입사 후 본인이 이루고자 하는 최종목표를 단기/중기/장기로 나누어 구체적으로 기술하시오.,49
"자신에 대해 소개해 주십시오. (가족, 학창시절, 성격의 장단점, 생활신조, 기타 경력 등) 1500자",57
한국남부발전에 지원한 동기가 무엇입니까? 400자,27
입사를 위해 특별히 준비한 점이 무엇입니까? 400자,29
"자신이 성취한 일들 중 가장 보람을 느꼈던 일은 무엇이며, 이를 성취하기 위해 어떠한 노력을 하였습니까? 구체적인 사례를 들어 기술하여 주십시오.",81
자신이 남들보다 뛰어난 점은 무엇이며 직무에 어떻게 적용할 수 있을 것인지를 구체적으로 기술하여 주십시오.,59
자신의 가장 부족한 점은 무엇입니까? 부족한 점을 극복하기 위해 어떠한 노력을 기울이고 있습니까?,54
"예상치 못했던 문제로 일이 계획대로 진행되지 않았을 경우, 책임감을 가지고 끝까지 마무리하여 신뢰를 얻었던 경험이 있으면 기술해 주십시오.",77
단체의 이익을 위하여 본인이 헌신한 경험이 있다면 구체적인 사례를 들어 기술해 주십시오.,49
. 입사 후 의견이 대립되거나 싫어하는 사람과 함께 일해야만 한다면 어떻게 대처하겠습니까? 본인의 경험을 바탕으로 기술해 주십시오.,73
. 자신이 직면했던 문제를 기존과 다른 방식으로 사고하여 괄목할 만한 결과를 보여준 사례가 있다면 기술해 주십시오.,64
. 본인이 남들과 차별화되는 점은 무엇이라고 생각하며 본인의 역량을 개발하기 위해 어떠한 노력을 하고 있습니까?,62
. 한국남부발전에서 변화와 혁신이 필요하다가 생각하는 분야가 있으면 기술해 주십시오.,47
삼성취업을 선택한 이유와 입사 후 회사에서 이루고 싶은 꿈을 기술하십시오.(700자 이내),50
최근 사회이슈 중 중요하다고 생각되는 한가지를 선택하고 이에 관한 자신의 견해를 기술해 주시기 바랍니다. (1000자 이내),69
"소중한 경험: 지금까지 살아오면서 가장 가슴 속 깊이 남아있는 즐거웠거나, 힘들었던 자신만의 소중한 경험을 기술하세요, (800자)",73
"[경험의 상황과 본인의 역할] 언제, 어디에서 가지게 된 경험이었습니까? (200)",46
[문제의식] 어떤 문제의식을 가졌습니까? 그러한 문제의식을 가지게 된 계기는 무엇입니까? (200),55
[문제 해결 양상] 어떤 방식으로 문제를 해결하였나요? 해결과정에서 어려움은 없었습니까? (400),55
